Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/batch[9] [burst],10,0,18000.0,17207.17989000259,9095.998000004329,20142.603799991775,1651.1,0.033489335777404976,0.0,18000,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/health [mixed],6,0,17000.0,16662.21801667416,11243.652499979362,18817.40890000947,21.0,0.020093601466442984,0.0,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/health [throughput],46,0,18000.0,17056.991434783256,2148.1660999997985,22667.038999992656,21.0,0.15405094457606286,0.0,18000,19000,19000,19000,20000,22000,23000,23000,23000,23000,23000
GET,/status [mixed],6,0,17000.0,17330.443099999684,16585.279799997807,18117.88340000203,412.1666666666667,0.020093601466442984,0.0,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
POST,/webhook [burst],91,0,18000.0,16680.32376373834,1113.1804999895394,22315.349300013622,175.23076923076923,0.30475295557438525,0.0,18000,18000,19000,19000,20000,22000,22000,22000,22000,22000,22000
POST,/webhook [mixed-steady],135,0,18000.0,17138.882001482285,1827.220799983479,22845.329000003403,175.25925925925927,0.4521060329949671,0.0,18000,18000,19000,19000,20000,21000,22000,22000,23000,23000,23000
POST,/webhook [resilience-duplicate],54,0,18000.0,17449.65302592512,3561.481899989303,23242.085700010648,175.1851851851852,0.18084241319798686,0.0,18000,18000,19000,19000,20000,23000,23000,23000,23000,23000,23000
POST,/webhook [resilience-unique],164,0,18000.0,16913.9712475602,407.11390000069514,23229.375099996105,175.2378048780488,0.5492251067494416,0.0,18000,18000,19000,19000,20000,21000,22000,23000,23000,23000,23000
POST,/webhook [scalability-large],67,0,18000.0,17388.881898508145,3661.429900006624,23059.89220002084,175.34328358208955,0.22437854970861332,0.0,18000,18000,19000,19000,20000,21000,22000,23000,23000,23000,23000
POST,/webhook [scalability-medium],69,0,18000.0,17001.972969565744,958.9545999770053,22875.237700005528,175.36231884057972,0.2310764168640943,0.0,18000,19000,19000,19000,20000,22000,23000,23000,23000,23000,23000
POST,/webhook [scalability-small],74,0,18000.0,17007.598054051363,1927.165499975672,23012.64249999076,175.35135135135135,0.2478210847527968,0.0,18000,19000,19000,19000,21000,21000,22000,23000,23000,23000,23000
POST,/webhook [throughput],419,0,18000.0,17136.183885679846,1120.5694999953266,23784.33149997727,175.22673031026252,1.4032031690732683,0.0,18000,18000,19000,19000,20000,21000,22000,23000,24000,24000,24000
,Aggregated,1577,0,18000.0,17138.955215408863,362.8824000188615,23784.33149997727,564.5155358275206,5.281268252096764,0.0,18000,18000,19000,19000,20000,21000,23000,23000,24000,24000,24000
